title,index
City Hall,98
Bottle Rocket,99
Mr. Wrong,100
Unforgettable,101
Happy Gilmore,102
The Bridges of Madison County,103
Nobody Loves Me,104
Muppet Treasure Island,105
Catwalk,106
Headless Body in Topless Bar,107
Braveheart,108
Taxi Driver,109
Rumble in the Bronx,110
Before and After,111
Margaret's Museum,112
Happiness Is in the Field,113
Anne Frank Remembered,114
The Young Poisoner's Handbook,115
If Lucy Fell,116
Steal Big Steal Little,117
Race the Sun,118
The Boys of St. Vincent,119
Boomerang,120
Chungking Express,121
The Star Maker,122
Flirting with Disaster,123
The Neverending Story III: Escape from Fantasia,124
The Silences of the Palace,125
Jupiter's Wife,126
Pie in the Sky,127
Angela,128
Frankie Starlight,129
Jade,130
Nueba Yol,131
Sonic Outlaws,132
Down Periscope,133
From the Journals of Jean Seberg,134
Man of the Year,135
The Neon Bible,136
Target,137
Up Close & Personal,138
The Birdcage,139
Virgin Mary,140
The Brothers McMullen,141
Bad Boys,142
The Amazing Panda Adventure,143
The Basketball Diaries,144
An Awfully Big Adventure,145
Amateur,146
Apollo 13,147
Rob Roy,148
The Addiction,149
Batman Forever,150
Belle de Jour,151
Beyond Rangoon,152
Blue in the Face,153
Canadian Bacon,154
Casper,155
Clockers,156
Congo,157
Crimson Tide,158
Crumb,159
Desperado,160
Devil in a Blue Dress,161
Die Hard: With a Vengeance,162
The Doom Generation,163
Feast of July,164
First Knight,165
Free Willy 2 - The Adventure Home,166
Hackers,167
Jeffrey,168
Johnny Mnemonic,169
Judge Dredd,170
Jury Duty,171
Kids,172
Living in Oblivion,173
Lord of Illusions,174
Love & Human Remains,175
Mad Love,176
Mallrats,177
Mighty Morphin Power Rangers: The Movie,178
Moonlight and Valentino,179
Mute Witness,180
Nadja,181
The Net,182
Nine Months,183
Party Girl,184
The Prophecy,185
Reckless,186
Safe,187
The Scarlet Letter,188
The Show,189
Showgirls,190
Smoke,191
Something to Talk About,192
Species,193
The Stars Fell on Henrietta,194
Strange Days,195
The Umbrellas of Cherbourg,196
The Tie That Binds,197
Three Wishes,198
Total Eclipse,199
"To Wong Foo, Thanks for Everything! Julie Newmar",200
Under Siege 2: Dark Territory,201
Unstrung Heroes,202
Unzipped,203
A Walk in the Clouds,204
Waterworld,205
White Man's Burden,206
Wild Bill,207
The Browning Version,208
Bushwhacked,209
Burnt by the Sun,210
Before the Rain,211
Before Sunrise,212
Billy Madison,213
The Babysitter,214
Boys on the Side,215
The Cure,216
Castle Freak,217
Circle of Friends,218
Clerks,219
Don Juan DeMarco,220
Disclosure,221
Dream Man,222
Drop Zone,223
Destiny Turns on the Radio,224
Death and the Maiden,225
Dolores Claiborne,226
Dumb and Dumber,227
Eat Drink Man Woman,228
Exotica,229
Exit to Eden,230
Ed Wood,231
French Kiss,232
Forget Paris,233
Far from Home: The Adventures of Yellow Dog,234
A Goofy Movie,235
Hideaway,236
Fluke,237
Farinelli,238
Gordy,239
Gumby: The Movie,240
The Glass Shield,241
Hoop Dreams,242
Heavenly Creatures,243
Houseguest,244
Immortal Beloved,245
Heavyweights,246
The Hunted,247
I.Q.,248
Interview with the Vampire,249
Jefferson in Paris,250
The Jerky Boys,251
Junior,252
Just Cause,253
A Kid in King Arthur's Court,254
Kiss of Death,255
Star Wars,256
Little Women,257
A Little Princess,258
Ladybird Ladybird,259
L'Enfer,260
Like Water for Chocolate,261
Legends of the Fall,262
Major Payne,263
Little Odessa,264
Mi Vida Loca,265
Love Affair,266
Losing Isaiah,267
The Madness of King George,268
Mary Shelley's Frankenstein,269
Man of the House,270
Mixed Nuts,271
Milk Money,272
Miracle on 34th Street,273
Miami Rhapsody,274
My Family,275
Murder in the First,276
Nobody's Fool,277
Nell,278
New Jersey Drive,279
New York Cop,280
Beyond Bedlam,281
Nemesis 2 - Nebula,282
Nina Takes a Lover,283
Natural Born Killers,284
Only You,285
Once Were Warriors,286
Poison Ivy II: Lily,287
Outbreak,288
Leon: The Professional,289
The Perez Family,290
A Pyromaniac's Love Story,291
Pulp Fiction,292
Panther,293
Pushing Hands,294
Priest,295
Quiz Show,296
Picture Bride,297
Queen Margot,298
The Quick and the Dead,299
Roommates,300
Prêt-à-Porter,301
Three Colors: Red,302
Three Colors: Blue,303
Three Colors: White,304
"Red Firecracker, Green Firecracker",305
Rent-a-Kid,306
Relative Fear,307
Stuart Saves His Family,308
The Swan Princess,309
The Secret of Roan Inish,310
The Specialist,311
Stargate,312
The Santa Clause,313
The Shawshank Redemption,314
Shallow Grave,315
Suture,316
Strawberry and Chocolate,317
Swimming with Sharks,318
The Sum of Us,319
Senior Trip,320
To Live,321
Tank Girl,322
Tales from the Crypt: Demon Knight,323
Star Trek: Generations,324
Tales from the Hood,325
Tom & Viv,326
Village of the Damned,327
Tommy Boy,328
Vanya on 42nd Street,329
The Underneath,330
The Walking Dead,331
What's Eating Gilbert Grape,332
Virtuosity,333
While You Were Sleeping,334
The War,335
Double Happiness,336
Muriel's Wedding,337
The Baby-Sitters Club,338
Ace Ventura: Pet Detective,339
"The Adventures of Priscilla, Queen of the Desert",340
Backbeat,341
Bitter Moon,342
Bullets Over Broadway,343
Clear and Present Danger,344
The Client,345
"Corrina, Corrina",346
Crooklyn,347
The Crow,348
Cobb,349
The Flintstones,350
Forrest Gump,351
Four Weddings and a Funeral,352
Higher Learning,353
I Like It Like That,354
I Love Trouble,355
It Could Happen to You,356
The Jungle Book,357
"The Wonderful, Horrible Life of Leni Riefenstahl",358
The Lion King,359
Little Buddha,360
New Nightmare,361
The Mask,362
Maverick,363
Mrs. Parker and the Vicious Circle,364
The Naked Gun 33⅓: The Final Insult,365
The Paper,366
Reality Bites,367
Red Rock West,368
Ri¢hie Ri¢h,369
Safe Passage,370
The River Wild,371
Speed,372
Speechless,373
Timecop,374
True Lies,375
When a Man Loves a Woman,376
Wolf,377
Wyatt Earp,378
Bad Company,379
A Man of No Importance,380
S.F.W.,381
A Low Down Dirty Shame,382
"Boys Life: Three Stories of Love, Lust, and Liberation",383
Colonel Chabert,384
"Faster, Pussycat! Kill! Kill!",385
Jason's Lyric,386
The Secret Adventures of Tom Thumb,387
Street Fighter,388
Coldblooded,389
Desert Winds,390
Fall Time,391
The Fear,392
Frank and Ollie,393
Girl in the Cadillac,394
Homage,395
Mirage,396
Open Season,397
Dos Crímenes,398
Brother Minister: The Assassination of Malcolm X,399
Highlander: The Final Dimension,400
Federal Hill,401
In the Mouth of Madness,402
8 Seconds,403
Above the Rim,404
Addams Family Values,405
Martin Lawrence: You So Crazy,406
The Age of Innocence,407
Airheads,408
The Air Up There,409
Another Stakeout,410
Bad Girls,411
Barcelona,412
Being Human,413
The Beverly Hillbillies,414
Beverly Hills Cop III,415
Black Beauty,416
Blink,417
Blown Away,418
Blue Chips,419
Blue Sky,420
Body Snatchers,421
Boxing Helena,422
A Bronx Tale,423
Cabin Boy,424
Calendar Girl,425
Carlito's Way,426
City Slickers II: The Legend of Curly's Gold,427
Clean Slate,428
Cliffhanger,429
Coneheads,430
Color of Night,431
Cops & Robbersons,432
The Cowboy Way,433
Dangerous Game,434
Dave,435
Dazed and Confused,436
Demolition Man,437
The Endless Summer 2,438
Even Cowgirls Get the Blues,439
Fatal Instinct,440
Farewell My Concubine,441
The Favor,442
Fearless,443
Fear of a Black Hat,444
With Honors,445
Flesh and Bone,446
Widows' Peak,447
For Love or Money,448
The Firm,449
Free Willy,450
Fresh,451
The Fugitive,452
Geronimo: An American Legend,453
The Getaway,454
Getting Even with Dad,455
Go Fish,456
A Good Man in Africa,457
Guilty as Sin,458
Hard Target,459
Heaven & Earth,460
Hot Shots! Part Deux,461
Live Nude Girls,462
The Englishman Who Went Up a Hill But Came Down a Mountain,463
The House of the Spirits,464
House Party 3,465
The Hudsucker Proxy,466
I'll Do Anything,467
In the Army Now,468
In the Line of Fire,469
In the Name of the Father,470
The Inkwell,471
What's Love Got to Do with It,472
Jimmy Hollywood,473
Judgment Night,474
Jurassic Park,475
Kalifornia,476
Killing Zoe,477
King of the Hill,478
Lassie,479
Last Action Hero,480
Life With Mikey,481
Lightning Jack,482
M. Butterfly,483
Made in America,484
Malice,485
The Man without a Face,486
Manhattan Murder Mystery,487
Menace II Society,488
Executive Decision,489
In the Realm of the Senses,490
What Happened Was...,491
Much Ado About Nothing,492
Mr. Jones,493
Mr. Wonderful,494
Mrs. Doubtfire,495
Naked,496
The Next Karate Kid,497
The New Age,498
No Escape,499
North,500
Orlando,501
A Perfect World,502
Philadelphia,503
The Piano,504
Poetic Justice,505
The Program,506
The Puppet Masters,507
Radioland Murders,508
The Ref,509
The Remains of the Day,510
Renaissance Man,511
Rising Sun,512
The Road to Wellville,513
RoboCop 3,514
Robin Hood: Men in Tights,515
Romeo Is Bleeding,516
Romper Stomper,517
Ruby in Paradise,518
Rudy,519
The Saint of Fort Washington,520
Savage Nights,521
Schindler's List,522
The Scout,523
Searching for Bobby Fischer,524
Second Best,525
The Secret Garden,526
Serial Mom,527
The Shadow,528
Shadowlands,529
Short Cuts,530
A Simple Twist of Fate,531
Sirens,532
Six Degrees of Separation,533
Sleepless in Seattle,534
Sliver,535
Blade Runner,536
Son in Law,537
So I Married an Axe Murderer,538
Striking Distance,539
Harem,540
Super Mario Bros.,541
Surviving the Game,542
Terminal Velocity,543
Thirty Two Short Films About Glenn Gould,544
Threesome,545
The Nightmare Before Christmas,546
The Three Musketeers,547
Tombstone,548
Trial by Jury,549
True Romance,550
The War Room,551
The Pagemaster,552
"Paris, France",553
"The Beans of Egypt, Maine",554
Killer,555
Welcome to the Dollhouse,556
Germinal,557
Chasers,558
Cronos,559
Naked in New York,560
Kika,561
Bhaji on the Beach,562
Little Big League,563
The Slingshot,564
Wide Eyed and Legless,565
Foreign Student,566
"Ciao, Professore!",567
Spanking the Monkey,568
The Little Rascals,569
À la mode,570
Andre,571
The Escort,572
Princess Caraboo,573
The Celluloid Closet,574
Café au Lait,575
Dear Diary,576
I Don't Want to Talk About It,577
The Brady Bunch Movie,578
Home Alone,579
Ghost,580
Aladdin,581
Terminator 2: Judgment Day,582
Dances with Wolves,583
Tough and Deadly,584
Batman,585
The Silence of the Lambs,586
Snow White and the Seven Dwarfs,587
Beauty and the Beast,588
Pinocchio,589
Pretty Woman,590
Window to Paris,591
The Wild Bunch,592
Love and a .45,593
The Wooden Man's Bride,594
A Great Day in Harlem,595
Bye Bye Love,596
One Fine Day,597
Candyman: Farewell to the Flesh,598
Century,599
Fargo,600
Homeward Bound II: Lost in San Francisco,601
Heavy Metal,602
Hellraiser: Bloodline,603
The Pallbearer,604
Jane Eyre,605
Loaded,606
Bread and Chocolate,607
The Aristocats,608
The Flower of My Secret,609
Two Much,610
Ed,611
Scream of Stone,612
My Favorite Season,613
A Modern Affair,614
Condition Red,615
Halfaouine: Boy of the Terraces,616
A Thin Line Between Love and Hate,617
The Last Supper,618
Primal Fear,619
Rude,620
Carried Away,621
All Dogs Go to Heaven 2,622
Land and Freedom,623
Denise Calls Up,624
Theodore Rex,625
A Family Thing,626
Frisk,627
Sgt. Bilko,628
Jack & Sarah,629
Girl 6,630
Diabolique,631
"Little Indian, Big City",632
Roula,633
Peanuts – Die Bank zahlt alles,634
Happy Weekend,635
Nelly and Monsieur Arnaud,636
Courage Under Fire,637
Mission: Impossible,638
Cold Fever,639
Moll Flanders,640
The Superwife,641
"301, 302",642
DragonHeart,643
Und keiner weint mir nach,644
My Mother's Courage,645
Eddie,646
Yankee Zulu,647
Billy's Holiday,648
Purple Noon,649
August,650
James and the Giant Peach,651
Fear,652
Kids in the Hall: Brain Candy,653
Faithful,654
Underground,655
All Things Fair,656
Bloodsport II,657
Pather Panchali,658
The World of Apu,659
Mystery Science Theater 3000: The Movie,660
Tarantella,661
Space Jam,662
Barbarella,663
Hostile Intentions,664
They Bite,665
Some Folks Call It a Sling Blade,666
The Run of the Country,667
Alphaville,668
Coup de Torchon,669
Tigrero: A Film That Was Never Made,670
The Eye of Vichy,671
Windows,672
It's My Party,673
Country Life,674
Operation Dumbo Drop,675
The Promise,676
The Promise,677
The Promise,678
The Promise,679
The Promise,680
The Promise,681
The Promise,682
The Promise,683
Mrs. Winterbourne,684
Solo,685
Under The Domim Tree,686
The Substitute,687
True Crime,688
Butterfly Kiss,689
Feeling Minnesota,690
Delta of Venus,691
To Cross the Rubicon,692
Angus,693
Priest Daens,694
Faces,695
Boys,696
The Quest,697
Cosi,698
Sunset Park,699
Mulholland Falls,700
The Truth About Cats & Dogs,701
Oliver & Company,702
Celtic Pride,703
Flipper,704
Captives,705
Of Love and Shadows,706
Dead Man,707
The Horseman on the Roof,708
Switchblade Sisters,709
Mouth to Mouth,710
The Visitors,711
Multiplicity,712
"The Haunted World of Edward D. Wood, Jr.",713
Two Friends,714
The Craft,715
The Great White Hype,716
Last Dance,717
War Stories Our Mother Never Told Us,718
Cold Comfort Farm,719
"Institute Benjamenta, or This Dream People Call Human Life",720
Heaven's Prisoners,721
Original Gangstas,722
The Rock,723
Getting Away with Murder,724
Cemetery Man,725
Twister,726
Barb Wire,727
Le Garçu,728
Honeymoon,729
Ghost in the Shell,730
Thinner,731
Spy Hard,732
Brothers in Trouble,733
A Close Shave,734
Force of Evil,735
The Stupids,736
The Arrival,737
The Man from Down Under,738
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,739
Careful,740
Vermont Is for Lovers,741
A Month by the Lake,742
Gold Diggers: The Secret of Bear Mountain,743
Kim,744
Carmen Miranda: Bananas Is My Business,745
Ashes of Time,746
The Jar,747
Maya Lin: A Strong Clear Vision,748
Stalingrad,749
The Phantom,750
Striptease,751
The Last of the High Kings,752
Heavy,753
Jack,754
I Shot Andy Warhol,755
The Grass Harp,756
Someone Else's America,757
Life is Rosy,758
Quartier Mozart,759
Touki Bouki,760
God's Gift,761
Spirits of the Dead,762
Babyfever,763
Pharaoh's  Army,764
Trainspotting,765
Til There Was You,766
Independence Day,767
Stealing Beauty,768
The Fan,769
The Hunchback of Notre Dame,770
The Cable Guy,771
Kingpin,772
Eraser,773
The Gate of Heavenly Peace,774
The Nutty Professor,775
"I, the Worst of All",776
An Unforgettable Summer,777
A Hungarian Fairy Tale,778
My Life and Times With Antonin Artaud,779
Midnight Dancers,780
Somebody to Love,781
A Very Natural Thing,782
The Old Lady Who Walked in the Sea,783
Daylight,784
The Frighteners,785
Lone Star,786
Harriet the Spy,787
Phenomenon,788
Walking and Talking,789
She's the One,790
A Time to Kill,791
American Buffalo,792
Rendezvous in Paris,793
Alaska,794
Fled,795
Kazaam,796
Magic Hunter,797
Larger Than Life,798
A Boy Called Hate,799
Power 98,800
Two Deaths,801
A Very Brady Sequel,802
Stefano Quantestorie,803
Death in the Garden,804
Hedd Wyn,805
La Collectionneuse,806
Kaspar Hauser,807
Regular Guys,808
Diebinnen,809
The Convent,810
The Adventures of Pinocchio,811
Joe's Apartment,812
The First Wives Club,813
Stonewall,814
Ransom,815
High School High,816
Phat Beach,817
Foxfire,818
Chain Reaction,819
Matilda,820
Emma,821
The Crow: City of Angels,822
House Arrest,823
Eyes Without a Face,824
Bordello of Blood,825
Lotto Land,826
The Story of Xinghua,827
The Day the Sun Turned Cold,828
Flirt,829
The Big Squeeze,830
The Spitfire Grill,831
Escape from L.A.,832
Cyclo,833
Basquiat,834
Tin Cup,835
Dingo,836
The Ballad of Narayama,837
Every Other Weekend,838
Mille bolle blu,839
Crows and Sparrows,840
The Godfather,841
Maybe... Maybe Not,842
Police Story 3: Supercop,843
Manny & Lo,844
Wife,845
Wife,846
Wife,847
Wife,848
Wife,849
Wife,850
Wife,851
Wife,852
Small Faces,853
Bound,854
Carpool,855
Death in Brunswick,856
Kansas City,857
Gone Fishin',858
Lover's Knot,859
Vive L'Amour,860
Shadow of Angels,861
Killer: A Journal of Murder,862
Nothing to Lose,863
Project S,864
Girls Town,865
Bye-Bye,866
The Relic,867
The Island of Dr. Moreau,868
First Kid,869
The Trigger Effect,870
Sweet Nothing,871
Bogus,872
Bulletproof,873
Talk of Angels,874
The Land Before Time III: The Time of the Great Giving,875
1-900,876
Baton Rouge,877
Halloween: The Curse of Michael Myers,878
Twelfth Night,879
Mother Night,880
Liebelei,881
Venice,882
Wild Reeds,883
For Whom the Bell Tolls,884
The Philadelphia Story,885
Singin' in the Rain,886
An American in Paris,887
Funny Face,888
Breakfast at Tiffany's,889
Vertigo,890
Rear Window,891
It Happened One Night,892
Gaslight,893
The Gay Divorcee,894
North by Northwest,895
The Apartment,896
Some Like It Hot,897
Charade,898
Casablanca,899
The Maltese Falcon,900
My Fair Lady,901
Sabrina,902
Roman Holiday,903
The Little Princess,904
Meet Me in St. Louis,905
The Wizard of Oz,906
Gone with the Wind,907
My Favorite Year,908
Sunset Boulevard,909
Citizen Kane,910
2001: A Space Odyssey,911
Golden Earrings,912
All About Eve,913
The Women,914
Rebecca,915
Foreign Correspondent,916
Notorious,917
Spellbound,918
An Affair to Remember,919
To Catch a Thief,920
Father of the Bride,921
The Band Wagon,922
Ninotchka,923
Love in the Afternoon,924
Gigi,925
The Reluctant Debutante,926
The Adventures of Robin Hood,927
The Mark of Zorro,928
Laura,929
The Ghost and Mrs. Muir,930
Lost Horizon,931
Top Hat,932
To Be or Not to Be,933
My Man Godfrey,934
Giant,935
East of Eden,936
The Thin Man,937
His Girl Friday,938
Around the World in Eighty Days,939
It's a Wonderful Life,940
Mr. Smith Goes to Washington,941
Bringing Up Baby,942
Penny Serenade,943
The Scarlet Letter,944
Lady of Burlesque,945
Of Human Bondage,946
Angel on My Shoulder,947
Little Lord Fauntleroy,948
They Made Me a Criminal,949
The Inspector General,950
Angel and the Badman,951
The 39 Steps,952
A Walk in the Sun,953
The Outlaw,954
Night of the Living Dead,955
The African Queen,956
Beat the Devil,957
Cat on a Hot Tin Roof,958
The Last Time I Saw Paris,959
Meet John Doe,960
Algiers,961
Something to Sing About,962
A Farewell to Arms,963
A Farewell to Arms,964
A Farewell to Arms,965
A Farewell to Arms,966
A Farewell to Arms,967
A Farewell to Arms,968
A Farewell to Arms,969
A Farewell to Arms,970
Moonlight Murder,971
Nothing Personal,972
"Yes, Madam",973
Dangerous Ground,974
Picnic,975
Madagascar Skin,976
The Pompatus of Love,977
Small Wonders,978
Fly Away Home,979
Bliss,980
Grace of My Heart,981
Brother of Sleep,982
Maximum Risk,983
Michael Collins,984
The Rich Man's Wife,985
Infinity,986
Big Night,987
Last Man Standing,988
Caught,989
Set It Off,990
2 Days in the Valley,991
Curdled,992
L'associé,993
Ed's Next Move,994
Extreme Measures,995
The Glimmer Man,996
D3: The Mighty Ducks,997
The Chamber,998
The Apple Dumpling Gang,999
"Davy Crockett, King of the Wild Frontier",1000
Escape to Witch Mountain,1001
The Love Bug,1002
Herbie Rides Again,1003
Old Yeller,1004
The Parent Trap,1005
Pollyanna,1006
Homeward Bound: The Incredible Journey,1007
The Shaggy Dog,1008
Swiss Family Robinson,1009
That Darn Cat!,1010
"20,000 Leagues Under the Sea",1011
Cool Runnings,1012
Angels in the Outfield,1013
Cinderella,1014
Winnie the Pooh and the Blustery Day,1015
The Three Caballeros,1016
The Sword in the Stone,1017
So Dear to My Heart,1018
Robin Hood: Prince of Thieves,1019
Mary Poppins,1020
Dumbo,1021
Pete's Dragon,1022
Bedknobs and Broomsticks,1023
Alice in Wonderland,1024
The Fox and the Hound,1025
Freeway,1026
The Sound of Music,1027
Die Hard,1028
The Lawnmower Man,1029
Unhook the Stars,1030
Synthetic Pleasures,1031
The Secret Agent,1032
Secrets & Lies,1033
That Thing You Do!,1034
To Gillian on Her 37th Birthday,1035
Surviving Picasso,1036
Love Is All There Is,1037
Beautiful Thing,1038
The Long Kiss Goodnight,1039
The Ghost and the Darkness,1040
Looking for Richard,1041
Trees Lounge,1042
The Proprietor,1043
Normal Life,1044
Get on the Bus,1045
Shadow Conspiracy,1046
Jude,1047
Everyone Says I Love You,1048
Bitter Sugar,1049
Romeo + Juliet,1050
Swingers,1051
Sleepers,1052
The Sunchaser,1053
Johns,1054
Aladdin and the King of Thieves,1055
The Woman in Question,1056
Shall We Dance,1057
A Damsel in Distress,1058
Crossfire,1059
"Murder, My Sweet",1060
Macao,1061
For the Moment,1062
Willy Wonka & the Chocolate Factory,1063
The Sexual Life of the Belgians,1064
The Innocents,1065
Sleeper,1066
Bananas,1067
A Fish Called Wanda,1068
Life of Brian,1069
Victor/Victoria,1070
The Candidate,1071
The Great Race,1072
Bonnie and Clyde,1073
The Old Man and the Sea,1074
Dial M for Murder,1075
Madame Butterfly,1076
Dirty Dancing,1077
Reservoir Dogs,1078
Platoon,1079
Weekend at Bernie's,1080
Basic Instinct,1081
The Doors,1082
The Crying Game,1083
Glengarry Glen Ross,1084
Sophie's Choice,1085
E.T. the Extra-Terrestrial,1086
The Search for One-eye Jimmy,1087
A Christmas Carol,1088
Days of Thunder,1089
Top Gun,1090
American Strays,1091
Rebel Without a Cause,1092
A Streetcar Named Desire,1093
Children of the Corn IV: The Gathering,1094
The Leopard Son,1095
Charm's  Incidents,1096
Bird of Prey,1097
Microcosmos,1098
Palookaville,1099
The Associate,1100
The Funeral,1101
The Sleepover,1102
A Single Girl,1103
The Eighth Day,1104
North Star,1105
Drunks,1106
The People vs. Larry Flynt,1107
Glory Daze,1108
A Perfect Candidate,1109
On Golden Pond,1110
The Return of the Pink Panther,1111
Drop Dead Fred,1112
The Abyss,1113
The Fog,1114
Escape from New York,1115
The Howling,1116
Jean de Florette,1117
Manon of the Spring,1118
Johnny 100 Pesos,1119
Private Benjamin,1120
Monty Python and the Holy Grail,1121
Hustler White,1122
Dadetown,1123
Everything Relative,1124
Entertaining Angels - The Dorothy Day Story,1125
Three Lives and Only One Death,1126
The Line King: The Al Hirschfeld Story,1127
Snowriders,1128
Curtis's Charm,1129
When We Were Kings,1130
The Wrong Trousers,1131
JLG/JLG: Self-Portrait in December,1132
The Return of Martin Guerre,1133
Faust,1134
He Walked by Night,1135
Raw Deal,1136
T-Men,1137
The Children Are Watching Us,1138
Pastoral Symphony,1139
Here Comes Cookie,1140
Love In Bloom,1141
Six of a Kind,1142
The Tin Drum,1143
The Ruling Class,1144
Mina Tannenbaum,1145
2 or 3 Things I Know About Her,1146
The Bloody Child,1147
Dear God,1148
Bad Moon,1149
American Dream,1150
Best of the Best 3: No Turning Back,1151
Bob Roberts,1152
Cinema Paradiso,1153
"The Cook, the Thief, His Wife & Her Lover",1154
Dead Tired,1155
Delicatessen,1156
The Double Life of Veronique,1157
Enchanted April,1158
Paths of Glory,1159
The Grifters,1160
Hear My Song,1161
The Shooter,1162
The English Patient,1163
Mediterraneo,1164
My Left Foot: The Story of Christy Brown,1165
"Sex, Lies, and Videotape",1166
Passion Fish,1167
Strictly Ballroom,1168
The Thin Blue Line,1169
Tie Me Up! Tie Me Down!,1170
Madonna: Truth or Dare,1171
Paris is Burning,1172
One Flew Over the Cuckoo's Nest,1173
Up in Smoke,1174
The Empire Strikes Back,1175
The Princess Bride,1176
Raiders of the Lost Ark,1177
Brazil,1178
Aliens,1179
"The Good, the Bad and the Ugly",1180
Withnail & I,1181
12 Angry Men,1182
Lawrence of Arabia,1183
A Clockwork Orange,1184
To Kill a Mockingbird,1185
Apocalypse Now,1186
Once Upon a Time in the West,1187
Return of the Jedi,1188
Wings of Desire,1189
The Third Man,1190
GoodFellas,1191
Alien,1192
Army of Darkness,1193
The Big Blue,1194
Ran,1195
The Killer,1196
Psycho,1197
The Blues Brothers,1198
The Godfather: Part II,1199
Full Metal Jacket,1200
A Grand Day Out,1201
Henry V,1202
Amadeus,1203
The Quiet Man,1204
Once Upon a Time in America,1205
Raging Bull,1206
Annie Hall,1207
The Right Stuff,1208
Stalker,1209
Das Boot,1210
The Sting,1211
Harold and Maude,1212
Trust,1213
The Seventh Seal,1214
Local Hero,1215
The Terminator,1216
Braindead,1217
Glory,1218
Rosencrantz & Guildenstern Are Dead,1219
Manhattan,1220
Miller's Crossing,1221
Dead Poets Society,1222
The Graduate,1223
Touch of Evil,1224
La Femme Nikita,1225
The Bridge on the River Kwai,1226
8½,1227
Chinatown,1228
The Day the Earth Stood Still,1229
The Treasure of the Sierra Madre,1230
Bad Taste,1231
Duck Soup,1232
Better Off Dead...,1233
The Shining,1234
Stand by Me,1235
M,1236
Evil Dead II,1237
The Great Escape,1238
The Deer Hunter,1239
Diva,1240
Groundhog Day,1241
Unforgiven,1242
The Manchurian Candidate,1243
Pump up the Volume,1244
Arsenic and Old Lace,1245
Back to the Future,1246
Fried Green Tomatoes,1247
Patton,1248
Down by Law,1249
Akira,1250
Highlander,1251
Cool Hand Luke,1252
Cyrano de Bergerac,1253
Young Frankenstein,1254
Night on Earth,1255
Raise the Red Lantern,1256
The Great Dictator,1257
Fantasia,1258
High Noon,1259
The Big Sleep,1260
Heathers,1261
Somewhere in Time,1262
Ben-Hur,1263
This Is Spinal Tap,1264
Koyaanisqatsi,1265
Some Kind of Wonderful,1266
Indiana Jones and the Last Crusade,1267
Being There,1268
Gandhi,1269
The Unbearable Lightness of Being,1270
A Room with a View,1271
Real Genius,1272
Pink Floyd: The Wall,1273
The Killing Fields,1274
My Life as a Dog,1275
Forbidden Planet,1276
Field of Dreams,1277
The Man Who Would Be King,1278
Butch Cassidy and the Sundance Kid,1279
"Paris, Texas",1280
Until the End of the World,1281
When Harry Met Sally...,1282
I Shot a Man in Vegas,1283
Parallel Sons,1284
Hype!,1285
Santa with Muscles,1286
Female Perversions,1287
Mad Dog Time,1288
Breathing Room,1289
Paris Was a Woman,1290
I'm Not Rappaport,1291
Blue Juice,1292
Kids of Survival,1293
Alien³,1294
An American Werewolf in London,1295
Amityville: It's About Time,1296
Amityville 3-D,1297
Amityville: Dollhouse,1298
Amityville: A New Generation,1299
Amityville II: The Possession,1300
The Amityville Horror,1301
